name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset
ASRock C246M WS,249.99,LGA1151,Micro ATX,64,4,Green / Blue,ASRock,
Gigabyte B660M AORUS Pro DDR4,,LGA1700,Micro ATX,128,4,Black,Gigabyte,B660
Gigabyte GA-H61M-S2PV(R2.0),,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,H61
Asus P8Z77-V LX,,LGA1155,ATX,32,4,Black / Blue,Asus,Z77
ASRock Z590M Pro4,,LGA1200,Micro ATX,128,4,Silver / Black,ASRock,Z590
ASRock Z270 Killer SLI/ac,1719.6,LGA1151,ATX,64,4,Black / White,ASRock,Z270
Gigabyte B660M GAMING AC DDR4,,LGA1700,Micro ATX,64,2,Black / Red,Gigabyte,B660
Asus PRIME Z370-P II,,LGA1151,ATX,64,4,Silver / Black,Asus,Z370
Asus STRIX Z270H,,LGA1151,ATX,64,4,Black / Silver,Asus,Z270
Gigabyte B650M AORUS ELITE,,AM5,Micro ATX,128,4,Black,Gigabyte,B650
Gigabyte B660 AORUS Master,365.0,LGA1700,ATX,128,4,Black,Gigabyte,B660
MSI Z170A PC MATE,,LGA1151,ATX,64,4,Black,MSI,Z170
Asus ROG STRIX X99 GAMING,,LGA2011-3,ATX,128,8,Black,Asus,X99
MSI Z370 SLI PLUS,,LGA1151,ATX,64,4,Black / Gray,MSI,Z370
Asus ROG Crosshair VII Hero (Wi-Fi),,AM4,ATX,64,4,Black,Asus,
Asus P8Z77-I Deluxe,,LGA1155,Mini ITX,16,2,Black / Blue,Asus,Z77
MSI X470 GAMING PRO,,AM4,ATX,64,4,Black / Red,MSI,X470
ASRock Z390M-ITX/ac,,LGA1151,Mini ITX,64,2,Black / Silver,ASRock,Z390
Asus PRIME X670-P WIFI-CSM,,AM5,ATX,128,4,Silver / Black,Asus,X670
Asus P8B75-M/CSM,,LGA1155,Micro ATX,32,4,Black / Blue,Asus,B75
Gigabyte GA-AX370-GAMING 5,,AM4,ATX,64,4,Black / White,Gigabyte,X370
MSI MPG Z490M GAMING EDGE WIFI,,LGA1200,Micro ATX,128,4,Black / Silver,MSI,Z490
Gigabyte B550M S2H,,AM4,Micro ATX,64,2,Black / Silver,Gigabyte,B550
Biostar A520MH,,AM4,Micro ATX,64,2,Black / Silver,Biostar,A520
MSI B150M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White,MSI,B150
Asus TUF GAMING B550M-ZAKU (WI-FI),,AM4,Micro ATX,128,4,Black / Red,Asus,B550
Asus PRIME H270M-PLUS,,LGA1151,Micro ATX,64,4,Black / Silver,Asus,H270
Asus P5G41-M LE/CSM,299.98,LGA775,Micro ATX,8,2,Black / Blue,Asus,G41
MSI B360M PRO-VDH,,LGA1151,Micro ATX,64,4,Black,MSI,B360
MSI B450M BAZOOKA V2,,AM4,Micro ATX,64,4,Black,MSI,B450
MSI MEG Z590 ACE,349.0,LGA1200,ATX,128,4,Black,MSI,Z590
Gigabyte Z690 AORUS PRO DDR4,,LGA1700,ATX,128,4,Black / Silver,Gigabyte,Z690
Gigabyte B760M AORUS ELITE AX DDR4,,LGA1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760
Asus Prime A320I-K,,AM4,Mini ITX,32,2,Black,Asus,A320
Asus Crosshair V Formula-Z,,AM3+,ATX,32,4,Black / Red,Asus,
Asus ROG Strix H370-F Gaming,,LGA1151,ATX,64,4,Black,Asus,H370
Gigabyte GA-AX370-Gaming K7,,AM4,ATX,64,4,Black,Gigabyte,X370
MSI A320M PRO-VH PLUS,,AM4,Micro ATX,32,2,Brown / Black,MSI,A320
MSI H410M PRO,,LGA1200,Micro ATX,64,2,Black / Silver,MSI,H410
ASRock Z590 OC Formula,159.9,LGA1200,EATX,64,2,Green / Black,ASRock,Z590
Asus Pro WS X570-ACE,462.99,AM4,ATX,128,4,Black,Asus,X570
MSI PRO B550-P GEN3,,AM4,ATX,128,4,Brown / Black,MSI,B550
Asus ROG MAXIMUS VIII HERO ALPHA,,LGA1151,ATX,64,4,Black / Red,Asus,
Asus PRO H610M-CT D4-CSM,109.89,LGA1700,Micro ATX,64,2,Green / Black,Asus,H610
Gigabyte B460M DS3H,,LGA1200,Micro ATX,128,4,Black / Silver,Gigabyte,B460
Gigabyte GA-G41MT-S2PT,,LGA775,Micro ATX,8,2,Blue / White,Gigabyte,G41
MSI X370 GAMING PLUS,,AM4,ATX,64,4,Black / Red,MSI,X370
Gigabyte B650M C,150.98,AM5,Micro ATX,128,4,Brown / Black,Gigabyte,B650
Gigabyte B760M AORUS PRO AX,,LGA1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760
ASRock X570D4U-2L2T,,AM4,Micro ATX,128,4,Green / Silver,ASRock,X570
Asus ROG STRIX B560-F GAMING WIFI,,LGA1200,ATX,128,4,Black / Silver,Asus,B560
MSI PRO H410M-B,,LGA1200,Micro ATX,64,2,Black / Silver,MSI,H410
Asus M5A78L-M/USB3,309.98,AM3+,Micro ATX,32,4,Black / Blue,Asus,A78
Gigabyte A620M GAMING X AX,,AM5,Micro ATX,128,4,Brown / Gray,Gigabyte,A620
Asus CROSSHAIR VI HERO (WI-FI AC),,AM4,ATX,64,4,Black / Gray,Asus,
Asus ROG STRIX B760-G GAMING WIFI,,LGA1700,Micro ATX,192,4,Silver / Black,Asus,B760
MSI B250M MORTAR,,LGA1151,Micro ATX,64,4,Black / Red,MSI,B250
ASRock X470 Master SLI/AC,,AM4,ATX,64,4,Black / Silver,ASRock,X470
Asus PRIME Z590M-PLUS,235.99,LGA1200,Micro ATX,128,4,Silver / Black,Asus,Z590
Asus Prime H310M-C R2.0/CSM,140.49,LGA1151,Micro ATX,32,2,Green,Asus,H310
NZXT N7 Z490,,LGA1200,ATX,128,4,White / Black,NZXT,Z490
Gigabyte H410M S2 V3,,LGA1200,Micro ATX,64,2,Black / Gray,Gigabyte,H410
Asus TUF Z270 MARK 2,,LGA1151,ATX,64,4,Black / Yellow,Asus,Z270
MSI MEG Z490 ACE,399.0,LGA1200,ATX,128,4,Black / Gold,MSI,Z490
MSI Z270 GAMING M3,,LGA1151,ATX,64,4,Black / Red,MSI,Z270
MSI X79MA-GD45,,LGA2011,Micro ATX,64,4,Black / Blue,MSI,X79
Gigabyte GA-Z97MX-Gaming 5,,LGA1150,Micro ATX,32,4,Black / Red,Gigabyte,Z97
MSI MAG B560M BAZOOKA,149.99,LGA1200,Micro ATX,128,4,Black / Green,MSI,B560
Gigabyte X570S AORUS ELITE,,AM4,ATX,128,4,Black,Gigabyte,X570
MSI MAG B760M MORTAR MAX WIFI,,LGA1700,Micro ATX,128,4,Silver / Black,MSI,B760
Asus H61M-C,,LGA1155,Micro ATX,16,2,Black / Blue,Asus,H61
Asus STRIX B250F GAMING,,LGA1151,ATX,64,4,Black / Silver,Asus,B250
Asus ROG MAXIMUS XI HERO,,LGA1151,ATX,128,4,Black / Silver,Asus,
Gigabyte A520M DS3H AC,,AM4,Micro ATX,128,4,Black,Gigabyte,A520
ASRock H310M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver,ASRock,H310
Gigabyte B760M DS3H,,LGA1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760
Asus TUF GAMING Z490-PLUS,299.0,LGA1200,ATX,128,4,Black,Asus,Z490
Asus B150M-A D3,,LGA1151,Micro ATX,64,4,Black / Gold,Asus,B150
MSI Z170-A PRO,,LGA1151,ATX,64,4,Brown / Black,MSI,Z170
Asus ROG Strix X399-E Gaming,,sTR4,EATX,128,8,Black,Asus,X399
MSI B450M PRO-VDH,,AM4,Micro ATX,64,4,Brown,MSI,B450
ASRock Z390 Phantom Gaming-ITX/ac,,LGA1151,Mini ITX,64,2,Black / Silver,ASRock,Z390
Asus PRIME X670E-PRO WIFI-CSM,,AM5,ATX,128,4,Silver / Black,Asus,X670
Gigabyte GA-Z170XP-SLI,,LGA1151,ATX,64,4,Black / Red,Gigabyte,Z170
MSI PRO B660M-G,,LGA1700,Micro ATX,64,2,Black / Silver,MSI,B660
Asus H170 PRO GAMING,,LGA1151,ATX,64,4,Black / Red,Asus,H170
MSI B250M PRO-VDH,,LGA1151,Micro ATX,64,4,Brown / Black,MSI,B250
Asus ROG STRIX B360-I GAMING,,LGA1151,Mini ITX,32,2,Black / Silver,Asus,B360
ASRock B560M Steel Legend,134.99,LGA1200,Micro ATX,128,4,Silver / Black,ASRock,B560
Gigabyte GA-990FXA-UD3,,AM3+,ATX,32,4,Black / Silver,Gigabyte,990FX
Asus H97M-E,,LGA1150,Micro ATX,32,4,Black / Gray,Asus,H97
Gigabyte GA-Z170X-Gaming 3,,LGA1151,ATX,64,4,Black / Red,Gigabyte,Z170
Gigabyte GA-Z170-HD3,,LGA1151,ATX,64,4,Black / Gold,Gigabyte,Z170
MSI Z170A KRAIT GAMING 3X,,LGA1151,ATX,64,4,Black / White,MSI,Z170
MSI B365M-PRO-VH,,LGA1151,Micro ATX,32,2,Black,MSI,B365
MSI MEG Z590 UNIFY-X,150.99,LGA1200,ATX,128,4,Black,MSI,Z590
EVGA X570 DARK,621.99,AM4,EATX,64,2,Black,EVGA,X570
MSI B360M MORTAR,,LGA1151,Micro ATX,64,4,Black,MSI,B360
Gigabyte Z690I AORUS ULTRA LITE DDR4 (rev. 1.0),,LGA1700,Mini ITX,64,2,Silver / Black,Gigabyte,Z690
Asus P8H61-M LX3 R2.0,,LGA1155,Micro ATX,16,2,Black / Blue,Asus,H61
Gigabyte GA-Z270X-Ultra Gaming,,LGA1151,ATX,64,4,Black / Silver,Gigabyte,Z270
Asus TUF B450-Pro Gaming,,AM4,ATX,64,4,Black,Asus,B450
Gigabyte B650 AORUS ELITE,,AM5,ATX,128,4,Black / Silver,Gigabyte,B650
MSI H510M PRO-E,,LGA1200,Micro ATX,64,2,Black / Silver,MSI,H510
MSI B560M PRO-VDH,,LGA1200,Micro ATX,128,4,Black,MSI,B560
Gigabyte GA-B250M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold,Gigabyte,B250
Gigabyte H370 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange,Gigabyte,H370
ASRock X570 Phantom Gaming X,,AM4,ATX,128,4,Black / Silver,ASRock,X570
Asus Q87M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold,Asus,
Asus Z170-AR,,LGA1151,ATX,64,4,Black / White,Asus,Z170
MSI H110M PRO-D,,LGA1151,Micro ATX,32,2,Black / Silver,MSI,H110
Asus X99-A II,,LGA2011-3,ATX,128,8,Black / White,Asus,X99
Asus PRIME B650M-A,,AM5,Micro ATX,128,4,Silver / Black,Asus,B650
Asus H81M-PLUS,,LGA1150,Micro ATX,16,2,Black / Gold,Asus,H81
MSI Z170A GAMING PRO CARBON,,LGA1151,ATX,64,4,Black / Silver,MSI,Z170
MSI B350M MORTAR,,AM4,Micro ATX,64,4,Black / Red,MSI,B350
Gigabyte X670 AORUS ELITE AX (rev. 1.1),,AM5,ATX,128,4,Black,Gigabyte,X670
ASRock AB350 Gaming-ITX/ac,,AM4,Mini ITX,32,2,Black / Red,ASRock,B350
Asus STRIX Z270G,,LGA1151,Micro ATX,64,4,Black / Silver,Asus,Z270
Gigabyte GA-Z270P-D3,,LGA1151,ATX,64,4,Black / Gold,Gigabyte,Z270
ASRock B365M Phantom Gaming 4,,LGA1151,Micro ATX,128,4,Black / Red,ASRock,B365
Asus ROG STRIX B450-E GAMING,,AM4,ATX,64,4,Black,Asus,B450
Gigabyte X570S GAMING X,,AM4,ATX,128,4,Black / Silver,Gigabyte,X570
Gigabyte Z490 AORUS ELITE,229.99,LGA1200,ATX,128,4,Black / Silver,Gigabyte,Z490
ASRock Fatal1ty X470 Gaming-ITX/ac,,AM4,Mini ITX,32,2,Black / Silver,ASRock,X470
Asus Q170M-C/CSM,,LGA1151,Micro ATX,64,4,Black / Gold,Asus,
ASRock Z370 Killer SLI/ac,,LGA1151,ATX,64,4,Black / Silver,ASRock,Z370
Gigabyte Z490 GAMING X,,LGA1200,ATX,128,4,Black / Silver,Gigabyte,Z490
Asus TUF H370-Pro Gaming (WI-FI),,LGA1151,ATX,64,4,Black / Silver,Asus,H370
ASRock X99 Extreme4,,LGA2011-3,ATX,128,8,Black / Blue,ASRock,X99
ASRock H110M-DGS,,LGA1151,Micro ATX,32,2,Black / Orange,ASRock,H110
ASRock AB350M,,AM4,Micro ATX,32,2,Black / White,ASRock,B350
ASRock Z370M Pro4,,LGA1151,Micro ATX,64,4,Black / Silver,ASRock,Z370
Asus ROG STRIX Z370-G GAMING (WI-FI AC),,LGA1151,Micro ATX,64,4,Black / Silver,Asus,Z370
ASRock Z590-C/ac,,LGA1200,ATX,128,4,Black,ASRock,Z590
ASRock X570D4U,358.99,AM4,Micro ATX,128,4,Green,ASRock,X570
ASRock X470D4U,259.99,AM4,Micro ATX,64,4,Green,ASRock,X470
Asus PRIME Z590-V,,LGA1200,ATX,128,4,Silver / Black,Asus,Z590
Asus TUF GAMING H570-PRO WIFI,178.0,LGA1200,ATX,128,4,Black / Silver,Asus,H570
Asus ROG ZENITH EXTREME,,sTR4,EATX,128,8,Black / Silver,Asus,
Gigabyte GA-H110M-H,,LGA1151,Micro ATX,32,2,Black / Silver,Gigabyte,H110
Gigabyte Z490 AORUS MASTER,579.0,LGA1200,ATX,128,4,Black / Silver,Gigabyte,Z490
Asus ROG Maximus XIII Extreme,684.99,LGA1200,EATX,128,4,Silver / Black,Asus,
Gigabyte GA-F2A68HM-H,95.98,FM2+,Micro ATX,64,2,Black,Gigabyte,
ASRock A520M/ac,,AM4,Micro ATX,64,2,Black / Silver,ASRock,A520
ASRock B250M-HDV,,LGA1151,Micro ATX,32,2,Black / White,ASRock,B250
Asus Z97-K/CSM,,LGA1150,ATX,32,4,Black / Gold,Asus,Z97
Gigabyte GA-Z97X-Gaming 3,,LGA1150,ATX,32,4,Black / Red,Gigabyte,Z97
ASRock Fatal1ty X99M Killer,,LGA2011-3,Micro ATX,64,4,Black / Red,ASRock,X99
Asus Z97 PRO GAMER,,LGA1150,ATX,32,4,Black / Red,Asus,Z97
MSI B250 PC MATE,,LGA1151,ATX,64,4,Black / White,MSI,B250
Asus PRIME B650M-A II,,AM5,Micro ATX,128,4,Silver / Black,Asus,B650
Asus PRIME H270-PLUS-CSM,,LGA1151,ATX,64,4,Black / Silver,Asus,H270
Asus ROG MAXIMUS X HERO,,LGA1151,ATX,64,4,Black,Asus,
Gigabyte H310M A,,LGA1151,Micro ATX,32,2,Silver / Brown,Gigabyte,H310
ASRock B460M Pro4/ac,,LGA1200,Micro ATX,128,4,Silver / Black,ASRock,B460
Asus Pro B650M-CT-CSM,159.99,AM5,Micro ATX,128,4,Green / Black,Asus,B650
Asus PRIME Z490M-PLUS,208.0,LGA1200,Micro ATX,128,4,Black / White,Asus,Z490
Gigabyte Z690I AORUS ULTRA LITE,,LGA1700,Mini ITX,64,2,Black,Gigabyte,Z690
ASRock B365 Pro4,,LGA1151,ATX,64,4,Black / Silver,ASRock,B365
Biostar TB250-BTC,,LGA1151,ATX,32,2,Black / Yellow,Biostar,B250
Gigabyte B550M AORUS PRO AX,,AM4,Micro ATX,128,4,Black / Silver,Gigabyte,B550
Gigabyte GA-Z77X-UD3H,,LGA1155,ATX,32,4,Black / Blue,Gigabyte,Z77
Asus Maximus VI Hero,,LGA1150,ATX,32,4,,Asus,
MSI Z170A SLI PLUS,,LGA1151,ATX,64,4,Black / Silver,MSI,Z170
ASRock C236 WSI,,LGA1151,Mini ITX,32,2,Green / Blue,ASRock,C236
MSI MPG Z390I GAMING EDGE AC,,LGA1151,Mini ITX,64,2,Black / Silver,MSI,Z390
Gigabyte GA-B365M-H,,LGA1151,Micro ATX,32,2,Black / Red,Gigabyte,B365
Asus TUF GAMING B460-PLUS,,LGA1200,ATX,128,4,Black / Gold,Asus,B460
ASRock X570 Phantom Gaming 4 WiFi ax,,AM4,ATX,128,4,Black,ASRock,X570
ECS G31T-M7,169.95,LGA775,Micro ATX,4,2,Multicolor,ECS,
MSI PRO B660M-A WIFI,,LGA1700,Micro ATX,128,4,Black / Silver,MSI,B660
Asus Z87-A,,LGA1150,ATX,32,4,Black / Gold,Asus,Z87
Asus H110I-PLUS,,LGA1151,Mini ITX,32,2,Black / Gold,Asus,H110
ASRock X570 Extreme4,,AM4,ATX,128,4,Black / Silver,ASRock,X570
Gigabyte Z790M AORUS ELITE,,LGA1700,Micro ATX,192,4,Silver / Black,Gigabyte,Z790
Gigabyte B760M D3H DDR4,,LGA1700,Micro ATX,128,4,Black,Gigabyte,B760
ASRock X299 Taichi CLX,,LGA2066,ATX,256,8,Black / Silver,ASRock,X299
Asus ROG STRIX B460-H GAMING,,LGA1200,ATX,128,4,Black / Red,Asus,B460
Gigabyte GA-H81M-DS2,,LGA1150,Micro ATX,16,2,Black,Gigabyte,H81
Asus RAMPAGE V EXTREME,,LGA2011-3,EATX,64,8,Black / Red,Asus,
MSI 990FXA-GAMING,,AM3+/AM3,ATX,32,4,Black / Red,MSI,990FX
MSI Z370 TOMAHAWK,,LGA1151,ATX,64,4,Black / Gray,MSI,Z370
MSI B450M PRO-VDH PLUS,,AM4,Micro ATX,64,4,Black,MSI,B450
Asus WS X299 SAGE,523.54,LGA2066,SSI CEB,128,8,Black,Asus,X299
Biostar B550MX/E PRO,,AM4,Micro ATX,128,4,Black / Silver,Biostar,B550
Asus P7H55-M Pro,,LGA1156,Micro ATX,16,4,Black / Blue,Asus,H55
MSI Z370 GAMING PRO CARBON AC,,LGA1151,ATX,64,4,Black,MSI,Z370
Asus Prime B360-Plus,,LGA1151,ATX,64,4,Black / Gray,Asus,B360
Gigabyte GA-AB350M-DS3H V2,,AM4,Micro ATX,64,4,Black,Gigabyte,B350
ASRock A320M-DVS R4.0,,AM4,Micro ATX,32,2,Black / Silver,ASRock,A320
Gigabyte GA-Z270MX-Gaming 5,2035.65,LGA1151,Micro ATX,64,4,Black / Silver,Gigabyte,Z270
Asus A88XM-A,,FM2+,Micro ATX,64,4,Black / Gold,Asus,A88
Gigabyte GA-Z170-HD3P,,LGA1151,ATX,64,4,Black,Gigabyte,Z170
Asus STRIX H270F GAMING,,LGA1151,ATX,64,4,Black / Silver,Asus,H270
Asus ROG STRIX B360-H GAMING,,LGA1151,ATX,64,4,Red / Black,Asus,B360
Asus PRIME H410M-A,,LGA1200,Micro ATX,64,2,Black,Asus,H410
Asus ROG MAXIMUS XI GENE,543.49,LGA1151,Micro ATX,64,2,Black,Asus,
Gigabyte Z590 GAMING X,,LGA1200,ATX,128,4,Black / Silver,Gigabyte,Z590
Asus P8Z77-V LK,,LGA1155,ATX,32,4,Black / Blue,Asus,Z77
Asus Rampage IV Black Edition,,LGA2011,EATX,128,8,Black / Red,Asus,
ASRock Z97 Extreme4,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
Asus Z97-P,,LGA1150,ATX,32,4,Black / Gold,Asus,Z97
Gigabyte GA-Z97P-D3,,LGA1150,ATX,32,4,Black / Gold,Gigabyte,Z97
Gigabyte GA-78LMT-USB3 R2,,AM3+,Micro ATX,32,4,Black,Gigabyte,78L
ASRock X570 Phantom Gaming 4S,,AM4,ATX,128,4,Black,ASRock,X570
Asus TUF GAMING A620M-PLUS,,AM5,Micro ATX,128,4,Black / Orange,Asus,A620
ASRock B460M-HDV,189.0,LGA1200,Micro ATX,64,2,Black,ASRock,B460
Asus ROG STRIX B560-I GAMING WIFI,,LGA1200,Mini ITX,64,2,Black,Asus,B560
Asus Z170-DELUXE,,LGA1151,ATX,64,4,Black / White,Asus,Z170
ASRock H110M-HDV,,LGA1151,Micro ATX,32,2,Black / Orange,ASRock,H110
ASRock TRX40 TAICHI,,sTRX4,ATX,256,8,Black / Silver,ASRock,TRX40
ASRock B560M-ITX/ac,,LGA1200,Mini ITX,64,2,Silver / Black,ASRock,B560
ASRock Z97 Anniversary,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
Asus 970 PRO GAMING/AURA,,AM3+,ATX,32,4,Black / Red,Asus,970
Asus Rampage V Edition 10,,LGA2011-3,EATX,128,8,Black,Asus,
MSI Z270 GAMING M5,,LGA1151,ATX,64,4,Black / Silver,MSI,Z270
Asus ROG STRIX Z490-A GAMING,,LGA1200,ATX,128,4,Black / Silver,Asus,Z490
MSI Z97-G45 Gaming,,LGA1150,ATX,32,4,Black / Red,MSI,Z97
MSI B150M MORTAR,,LGA1151,Micro ATX,64,4,Black / White,MSI,B150
MSI Z270 PC MATE,,LGA1151,ATX,64,4,Black / Silver,MSI,Z270
MSI B360-A PRO,,LGA1151,ATX,64,4,Brown,MSI,B360
ASRock X299 WSI/IPMI,277.69,LGA2066,Mini ITX,64,4,Black / Silver,ASRock,X299
Asus TUF GAMING B760M-PLUS,,LGA1700,Micro ATX,128,4,Black / Orange,Asus,B760
MSI Z77A-G43,,LGA1155,ATX,32,4,Black / Blue,MSI,Z77
MSI H81M-E33,,LGA1150,Micro ATX,16,2,Black / Blue,MSI,H81
MSI MEG X299 CREATION,,LGA2066,EATX,128,8,Black,MSI,X299
Asus ROG STRIX Z490-G GAMING (WI-FI),,LGA1200,Micro ATX,128,4,Black,Asus,Z490
Gigabyte B550 AORUS PRO AX,,AM4,ATX,128,4,Black,Gigabyte,B550
MSI MEG Z490 GODLIKE,787.7,LGA1200,EATX,128,4,Black / Silver,MSI,Z490
Asus Maximus V Gene,,LGA1155,Micro ATX,32,4,Black / Red,Asus,
Asus P8H61-M LX PLUS R2.0,,LGA1155,Micro ATX,16,2,Black / Blue,Asus,H61
Gigabyte MW50-SV0,,LGA2011-3,ATX,256,8,Blue / Black,Gigabyte,
Asus SABERTOOTH X99,,LGA2011-3,ATX,64,8,Brown / Black,Asus,X99
Asus B150M-A/M.2,,LGA1151,Micro ATX,64,4,Black / Gold,Asus,B150
MSI X399 GAMING PRO CARBON AC,,sTR4,ATX,128,8,Black / Silver,MSI,X399
ASRock Z590 Phantom Gaming-ITX/TB4,210.99,LGA1200,Mini ITX,64,2,Black / Red,ASRock,Z590
ASRock C246 WS,299.99,LGA1151,ATX,64,4,Green / Blue,ASRock,
MSI MAG B550 TORPEDO,,AM4,ATX,128,4,Black,MSI,B550
Asus STRIX X299-E GAMING,,LGA2066,ATX,128,8,Black,Asus,X299
ASRock Z97 Extreme6,,LGA1150,ATX,32,4,Black / Blue,ASRock,Z97
Asus Z170-K,,LGA1151,ATX,64,4,Black / Gold,Asus,Z170
Gigabyte GA-H110M-DS2,,LGA1151,Micro ATX,32,2,Black / Silver,Gigabyte,H110
ASRock A320M-DGS,,AM4,Micro ATX,32,2,Black / Silver,ASRock,A320
Asus ROG STRIX X370-I GAMING,,AM4,Mini ITX,32,2,Black / Silver,Asus,X370
Gigabyte B360 HD3,,LGA1151,ATX,64,4,Silver / Black,Gigabyte,B360
Gigabyte B365 M AORUS ELITE,,LGA1151,Micro ATX,64,4,Black / Orange,Gigabyte,B365
ASRock B650M-C,,AM5,Micro ATX,128,4,Black,ASRock,B650
Asus TUF Z390M-PRO GAMING (WI-FI),,LGA1151,Micro ATX,128,4,Black / Gold,Asus,Z390
MSI B550M PRO,,AM4,Micro ATX,64,2,Black,MSI,B550
Asus H81M-E,,LGA1150,Micro ATX,16,2,Black / Gold,Asus,H81
Gigabyte GA-Z97X-Gaming 5,,LGA1150,ATX,32,4,Black / Red,Gigabyte,Z97
Gigabyte GA-H97N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver,Gigabyte,H97
Gigabyte GA-B85M-DS3H-A,,LGA1150,Micro ATX,32,4,Black,Gigabyte,B85
Asus MAXIMUS VIII RANGER,,LGA1151,ATX,64,4,Black / Red,Asus,
Gigabyte GA-Z170X-Gaming 5,,LGA1151,ATX,64,4,Black / Red,Gigabyte,Z170
ASRock 970A-G/3.1,,AM3+/AM3,ATX,64,4,Black / Red,ASRock,970
Asus PRIME B250M-K,,LGA1151,Micro ATX,32,2,Black / Silver,Asus,B250
Asus ROG STRIX B360-G GAMING,,LGA1151,Micro ATX,64,4,Red / Black,Asus,B360
Gigabyte B460M AORUS PRO,,LGA1200,Micro ATX,128,4,Black / Orange,Gigabyte,B460
MSI MEG Z590 GODLIKE,434.99,LGA1200,EATX,128,4,Black / Silver,MSI,Z590
Gigabyte Z690M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black,Gigabyte,Z690
EVGA X299 DARK,438.67,LGA2066,EATX,64,4,Black / Silver,EVGA,X299
MSI MEG Z590 ACE GOLD EDITION,,LGA1200,ATX,128,4,Silver / Gold,MSI,Z590
Asus ROG MAXIMUS XII EXTREME,950.0,LGA1200,EATX,128,4,Black,Asus,
Gigabyte Z490 UD,,LGA1200,ATX,128,4,Black / Silver,Gigabyte,Z490
Gigabyte GA-78LMT-S2,,AM3+,Micro ATX,16,2,Blue / White,Gigabyte,78L
Asus H110M-E/M.2,,LGA1151,Micro ATX,32,2,Black / Gold,Asus,H110
Asus PRIME X399-A,,sTR4,EATX,128,8,Black / Silver,Asus,X399
MSI Z370 GAMING M5,,LGA1151,ATX,64,4,Black,MSI,Z370
Asus PRIME B360M-K,,LGA1151,Micro ATX,32,2,Black / Silver,Asus,B360
NZXT N7 Z390,,LGA1151,ATX,64,4,White / Black,NZXT,Z390
Asus TUF GAMING A620-PRO WIFI,,AM5,ATX,192,4,Black,Asus,A620
ASRock X299 Steel Legend,451.08,LGA2066,ATX,256,8,Silver / Black,ASRock,X299
Biostar H610MH,110.19,LGA1700,Micro ATX,64,2,Gray / Black,Biostar,H610
MSI Z270 CAMO SQUAD,,LGA1151,ATX,64,4,Black / Beige,MSI,Z270
Asus P5QProTurbo,,LGA775,ATX,16,4,Multicolor,Asus,
Asus P8Z68-V PRO/GEN3,,LGA1155,ATX,32,4,Black / Blue,Asus,Z68
Gigabyte GA-Z77X-UD5H,,LGA1155,ATX,32,4,Black / Blue,Gigabyte,Z77
Asus H81I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold,Asus,H81
Gigabyte GA-Z97-HD3,,LGA1150,ATX,32,4,Black / Gold,Gigabyte,Z97
Gigabyte GA-H81M-S1,,LGA1150,Micro ATX,16,2,Black,Gigabyte,H81
Asus TUF B360-PRO GAMING,,LGA1151,ATX,64,4,Black / Orange,Asus,B360
MSI MAG B460M MORTAR,,LGA1200,Micro ATX,128,4,Black / Silver,MSI,B460
Asus PRIME H510M-A/CSM,169.0,LGA1200,Micro ATX,64,2,Black / Silver,Asus,H510
MSI MAG B460 TORPEDO,,LGA1200,ATX,128,4,Black,MSI,B460
Asus H97I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold,Asus,H97
Gigabyte GA-Z170-HD3 DDR3,,LGA1151,ATX,64,4,Black / Gold,Gigabyte,Z170
Gigabyte GA-H170-GAMING 3,,LGA1151,ATX,64,4,Black / Red,Gigabyte,H170
Asus TUF X299 MARK 2,,LGA2066,ATX,128,8,Black,Asus,X299
Asus PRIME B560-PLUS AC-HES,,LGA1200,ATX,128,4,Silver / Black,Asus,B560
Gigabyte Z590 AORUS XTREME,848.48,LGA1200,EATX,128,4,Black,Gigabyte,Z590
EVGA X299 MICRO ATX 2,299.99,LGA2066,Micro ATX,64,4,Black / Silver,EVGA,X299
Asus PRIME X670-P-CSM,,AM5,ATX,128,4,Silver / Black,Asus,X670
MSI Big Bang-Marshal (B3),,LGA1155,XL ATX,32,4,Black / Blue,MSI,
Gigabyte GA-B75M-D3V,,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,B75
Asus Z170M-PLUS,,LGA1151,Micro ATX,64,4,Black / Gold,Asus,Z170
ASRock H270M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver,ASRock,H270
