name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed
PNY CS2241,89.99,2000,0.045,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Addlink S90,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Sabrent Rocket Q4,,4000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate IronWolf Pro NAS,435.99,14000,0.031,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf NAS,175,8000,0.022,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Gold,194.99,6000,0.032,7200,256,3.5,SATA 6.0 Gb/s,160
Intenso High Performance,27.51,240,0.115,SSD,0,2.5,SATA 6.0 Gb/s,550
HP EX900 Plus,29.99,512,0.059,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
KIOXIA EXCERIA G2,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Nextorage G-Series,154.99,2000,0.077,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Blue SA510,32.99,250,0.132,SSD,0,M.2,M.2 SATA,550
ADATA XPG GAMMIX S11 Pro,42.92,256,0.168,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Intel 760p,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP GX1,28,120,0.233,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Purple,,1000,,5900,64,3.5,SATA 6.0 Gb/s,550
SanDisk X400,194.53,128,1.52,SSD,0,M.2,M.2 SATA,550
Samsung 850 Evo,305,1000,0.305,SSD,0,M.2,M.2 SATA,550
Seagate BarraCuda,242.08,3000,0.081,5400,128,2.5,SATA 6.0 Gb/s,160
Toshiba MG08ADA800E,188.99,8000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Scorpio Blue,,500,,5400,8,2.5,SATA 3.0 Gb/s,160
Hitachi 7K1000.C,137.5,500,0.275,7200,16,3.5,SATA 3.0 Gb/s,160
Samsung 850 Pro,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
Transcend TS512GSSD230S,34.99,512,0.068,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA XPG SX8200 480,,480,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Purple,291.33,12000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
MSI SPATIUM M461,,500,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate Exos 7E10 512n,209.9,6000,0.035,7200,256,3.5,SATA 6.0 Gb/s,160
Hitachi Ultrastar 7K4000,,3000,,7200,64,3.5,SATA 6.0 Gb/s,160
Seagate Enterprise Capacity,170.62,4000,0.043,7200,128,3.5,SATA 6.0 Gb/s,160
Toshiba X300,207.99,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s,160
TEAMGROUP T-Force Cardea Ceramic C440,413,1000,0.413,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Addlink S90 Lite,49.99,1000,0.05,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Lexar NS100,76.99,2000,0.038,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin ELEMENT,37.99,1000,0.038,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate EXOS Enterprise,127.49,4000,0.032,7200,256,3.5,SATA 6.0 Gb/s,160
Toshiba X300 Pro,164.99,8000,0.021,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Gold,109.99,2000,0.055,7200,128,3.5,SATA 6.0 Gb/s,160
Intel 660p,86.99,512,0.17,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf 125,128.18,1000,0.128,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Purple,83,2000,0.042,5400,64,3.5,SATA 6.0 Gb/s,160
Leven JS600,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
MSI SPATIUM M390,128.52,2000,0.064,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Delta RGB Lite,43.99,500,0.088,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA Ultimate SU650,101,480,0.21,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate BarraCuda 120,,2000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Purple,415,18000,0.023,7200,512,3.5,SATA 6.0 Gb/s,160
HP S700,17.98,250,0.072,SSD,0,2.5,SATA 6.0 Gb/s,550
Netac NV5000,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate Barracuda 7200.12,,500,,7200,16,3.5,SATA 3.0 Gb/s,160
Crucial MX200,,250,,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston SSDNow UV400,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Black NVMe,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Micron 1100,,512,,SSD,0,M.2,M.2 SATA,550
Micron 2200,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Apacer AS350 PANTHER,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba L200,69.99,2000,0.035,5400,128,2.5,SATA 6.0 Gb/s,160
Addlink S95,112.88,2000,0.056,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
HP FX900 Pro,114.99,2000,0.057,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Intel 320,73,40,1.825,SSD,0,2.5,SATA 3.0 Gb/s,300
Seagate SkyHawk,71.66,2000,0.036,5900,64,3.5,SATA 6.0 Gb/s,550
Patriot Viper VPR400 RGB,42.99,512,0.084,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Transcend MTS800,40.15,64,0.627,SSD,0,M.2,M.2 SATA,550
Western Digital Black SN750 Rev2,198.33,2000,0.099,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Inland Gaming Performance Plus,322.99,4000,0.081,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Toshiba N300 Pro,229.99,10000,0.023,7200,512,3.5,SATA 6.0 Gb/s,160
Kingston DC1000B,77.98,240,0.325,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
KIOXIA EXCERIA PRO,269.38,2000,0.135,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Caviar Blue,75,80,0.938,7200,8,3.5,SATA 3.0 Gb/s,160
ADATA Ultimate SU650,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA SU760,67.98,1000,0.068,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston HyperX 3K,105.51,120,0.879,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel DC P4511,,2000,,SSD,0,M.2-22110,M.2 PCIe 3.0 X4,3500
Seagate Exos 7E8,139.38,2000,0.07,7200,256,3.5,SATA 6.0 Gb/s,160
Crucial P5,,250,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Transcend 220S,59.84,1000,0.06,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung 750 EVO,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial MX300,,1050,,SSD,0,M.2,M.2 SATA,550
Toshiba XG5,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital PC SN730,75,512,0.146,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Klevv CRAS C700 RGB,,480,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Red Plus,139.99,6000,0.023,5400,128,3.5,SATA 6.0 Gb/s,160
TEAMGROUP T-Force Cardea A440 Pro,62.99,1000,0.063,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Inland TN320,84.99,2000,0.042,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate SkyHawk Surveillance,141.94,6000,0.024,5400,256,3.5,SATA 6.0 Gb/s,160
Toshiba N300,319.99,16000,0.02,7200,0,3.5,SATA 6.0 Gb/s,160
Western Digital Black,39.95,500,0.08,7200,64,3.5,SATA 6.0 Gb/s,160
TEAMGROUP EX2,599.99,8000,0.075,SSD,0,2.5,SATA 6.0 Gb/s,550
Fantom Drives VENOM8,357.94,4000,0.089,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Silicon Power UD80,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA XPG GAMMIX S70,791,2000,0.395,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Silicon Power A80,,256,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA XPG SX8100,109.99,2000,0.055,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Delta Max RGB Lite,44.99,512,0.088,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Purple,99.87,4000,0.025,5400,64,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf 125,223.7,2000,0.112,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate IronWolf 125,54.99,250,0.22,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Blue,93.96,500,0.188,SSD,0,2.5,SATA 6.0 Gb/s,550
Neo Forza eSports,69.99,1000,0.07,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
SanDisk EXTREME PRO,71.99,500,0.144,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Barracuda Green,,2000,,5900,64,3.5,SATA 6.0 Gb/s,550
TEAMGROUP T-Force Vulcan,,500,,SSD,0,2.5,SATA 6.0 Gb/s,550
Inland 1TB Performance,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Acer Predator GM3500,,1000,,SSD,1024,M.2,M.2 PCIe 3.0 X4,3500
Netac NV7000,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Nextorage NEM-PA,258.62,4000,0.065,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP MP44,284.99,4000,0.071,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP CX1,22.49,480,0.047,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA Legend 960,319.99,4000,0.08,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Red,49.99,250,0.2,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
PNY CS2130,44.9,500,0.09,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf Pro,260,10000,0.026,7200,256,3.5,SATA 6.0 Gb/s,160
Addlink S20,41.66,1000,0.042,SSD,0,2.5,SATA 6.0 Gb/s,550
Klevv NEO N400,14.99,240,0.062,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba X300,284.99,16000,0.018,7200,512,3.5,SATA 6.0 Gb/s,160
Lexar NM760,276,1000,0.276,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Toshiba X300,214.99,12000,0.018,7200,256,3.5,SATA 6.0 Gb/s,160
TEAMGROUP T-Force Cardea A440 Pro,359.99,4000,0.09,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Integral M2,,250,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP MS30,19.98,128,0.156,SSD,0,M.2,M.2 SATA,550
Intenso High Performance,53.83,480,0.112,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate FireCuda 120,,4000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba X300,152.99,4000,0.038,7200,256,3.5,SATA 6.0 Gb/s,160
Nextorage NEM-PA,71.9,1000,0.072,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Mushkin Vortex-LX,34.99,512,0.068,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Intenso 3812430,25.99,128,0.203,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Ultrastar DC HC520,275.85,12000,0.023,7200,0,3.5,SATA 6.0 Gb/s,160
Addlink S68,42.99,1000,0.043,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Ultrastar DC HC330,239.99,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
Lexar NQ100,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Netac NV2000,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Barracuda 7200.10,,160,,7200,8,3.5,SATA 3.0 Gb/s,160
Micron 1100,199.99,1000,0.2,SSD,0,2.5,SATA 6.0 Gb/s,550
Silicon Power US70,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Patriot Viper VPN110,59.99,1000,0.06,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Scorpio Blue,,1000,,5200,8,2.5,SATA 3.0 Gb/s,300
Western Digital VelociRaptor,97.06,500,0.194,10000,64,3.5,SATA 6.0 Gb/s,550
Hitachi Travelstar 7K1000,,1000,,7200,32,2.5,SATA 6.0 Gb/s,160
Samsung PM961,109,512,0.213,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Corsair Force MP500,,480,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Silicon Power Ace A56,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Exos 7E8 512e,232.22,8000,0.029,7200,256,3.5,SATA 6.0 Gb/s,160
Patriot Viper VPN110,99.99,2000,0.05,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA ATOM 50,117.42,2000,0.059,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
ADATA Legend 850,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Toshiba N300,265.99,10000,0.027,7200,0,3.5,SATA 6.0 Gb/s,160
Mushkin Source HC,927.02,8000,0.116,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston KC600,29.18,256,0.114,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Tempest,21.99,256,0.086,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Caviar Blue,108.59,1000,0.109,7200,32,3.5,SATA 6.0 Gb/s,160
ADATA Legend 750,75.17,1000,0.075,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf Pro NAS,179.99,6000,0.03,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Purple,69,2000,0.035,5400,64,3.5,SATA 6.0 Gb/s,160
Western Digital Blue,174.99,1000,0.175,SSD,0,M.2,M.2 SATA,550
SanDisk X600,889,1000,0.889,SSD,0,M.2,M.2 SATA,550
Klevv CRAS C920,59.99,1000,0.06,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Crucial M550,39.99,128,0.312,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate BarraCuda,43.99,500,0.088,5400,128,2.5,SATA 6.0 Gb/s,160
Western Digital Black NVMe,59,250,0.236,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
SanDisk SSD PLUS,59.99,960,0.062,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate IronWolf Pro,,12000,,7200,256,3.5,SATA 6.0 Gb/s,160
XPG SX6000 Lite,,128,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
PNY XLR8 CS3040 w/Heatsink,171.89,2000,0.086,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Caviar Blue,,320,,7200,8,3.5,SATA 3.0 Gb/s,160
Seagate BarraCuda,94.47,1000,0.094,7200,64,3.5,SATA 3.0 Gb/s,160
Seagate BarraCuda,29.99,320,0.094,7200,16,3.5,SATA 3.0 Gb/s,160
Crucial M4,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
OCZ Vertex 3,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Caviar Green,,1500,,7200,64,3.5,SATA 6.0 Gb/s,160
Crucial M500,75,120,0.625,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial MX100,,128,,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk EXTREME PRO,299.99,960,0.312,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate BarraCuda Pro,,8000,,7200,256,3.5,SATA 6.0 Gb/s,160
Intel 545s,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Micron 1100,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung MZ1LV960HCJH,,960,,SSD,0,M.2-22110,M.2 PCIe 3.0 X4,3500
Inland Platinum,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
KingSpec P3,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
Micron 3400,107.8,1000,0.108,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Sabrent Rocket 4.0,74.98,512,0.146,SSD,0,M.2-2230,M.2 PCIe 4.0 X4,7000
Western Digital Red Plus,93.99,4000,0.023,5400,64,3.5,SATA 6.0 Gb/s,160
Seagate SkyHawk AI,359.43,16000,0.022,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf 125,81.34,500,0.163,SSD,0,2.5,SATA 6.0 Gb/s,550
Nextorage G-Series,66.9,1000,0.067,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Transcend 250H,134.99,2000,0.067,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
KIOXIA EXCERIA,91.33,960,0.095,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba N300,185.99,10000,0.019,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate FireCuda,336.62,1000,0.337,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf NAS,,18000,,7200,256,3.5,SATA 6.0 Gb/s,160
Mushkin Tempest,28.99,512,0.057,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate EXOS Enterprise,243.45,6000,0.041,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Purple Pro,263.99,12000,0.022,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Scorpio Blue,27.99,80,0.35,5400,8,2.5,SATA 3.0 Gb/s,160
Seagate Enterprise Capacity,125,2000,0.062,7200,128,3.5,SATA 6.0 Gb/s,160
Seagate BarraCuda Pro,220,10000,0.022,7200,256,3.5,SATA 6.0 Gb/s,160
Intel Optane DC P4801X,,100,,SSD,0,M.2-22110,M.2 PCIe 3.0 X4,3500
Seagate BarraCuda,,250,,7200,16,3.5,SATA 6.0 Gb/s,160
Western Digital Blue,71.63,750,0.096,5400,8,2.5,SATA 6.0 Gb/s,160
Seagate IronWolf NAS,250,10000,0.025,7200,256,3.5,SATA 6.0 Gb/s,160
Intel DC S3610,889.99,1600,0.556,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Caviar Green,,500,,5400,64,3.5,SATA 6.0 Gb/s,160
Seagate 600,139.99,240,0.583,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 730,587.09,480,1.223,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial MX200,,500,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 850 Evo,,120,,SSD,0,M.2,M.2 SATA,550
SanDisk X400,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Hitachi HUA721010KLA330,,1000,,7200,32,3.5,SATA 6.0 Gb/s,160
Toshiba OCZ TR200,110,480,0.229,SSD,0,2.5,SATA 6.0 Gb/s,550
XPG SX6000 Lite,,256,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Patriot Burst,89.99,960,0.094,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA Falcon,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Apacer AS340 PANTHER,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Klevv CRAS C710,53.4,256,0.209,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Acer Predator GM3500,,512,,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
KIOXIA EXCERIA,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba N300,128.99,6000,0.021,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Red SA500,184.41,2000,0.092,SSD,0,M.2,M.2 SATA,550
Seagate SkyHawk AI,229.99,10000,0.023,7200,256,3.5,SATA 6.0 Gb/s,160
ADATA SU760,,512,,SSD,0,2.5,SATA 6.0 Gb/s,550
Patriot Viper Gaming VP4100,248.99,1000,0.249,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Samsung PM893,99.9,960,0.104,SSD,0,2.5,SATA 6.0 Gb/s,550
Inland Gaming Performance Plus,73.98,1000,0.074,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Inland TN320,49.99,1000,0.05,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf 525,329,2000,0.164,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Inland Premium,,4000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
HP EX900 Plus,44.99,1000,0.045,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Mushkin Helix-L,25.99,512,0.051,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Transcend TS256GSSD230S,27.99,256,0.109,SSD,0,2.5,SATA 6.0 Gb/s,550
HP EX950,75.98,512,0.148,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
KingSpec NX-2280,25.99,256,0.102,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital RE4,36.49,500,0.073,7200,64,3.5,SATA 3.0 Gb/s,160
Intel DC S3610,,400,,SSD,0,2.5,SATA 6.0 Gb/s,550
Silicon Power US70,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate FireCuda 510,47.88,250,0.192,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Inland Platinum,28.99,512,0.057,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Pipeline HD,,250,,5900,8,3.5,SATA 3.0 Gb/s,300
Samsung Spinpoint M8,,1000,,5400,8,2.5,SATA 3.0 Gb/s,160
Seagate FireCuda 120,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba MQ01ABD050V,,500,,5400,0,2.5,SATA 6.0 Gb/s,160
Seagate BarraCuda,,2000,,7200,64,3.5,SATA 3.0 Gb/s,160
Kingston SSDNow V300,,60,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 530,119,120,0.992,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Reactor,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung SM951,,256,,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
Kingston Savage,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 540s,99,240,0.412,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Barracuda ES,60,750,0.08,7200,16,3.5,SATA 6.0 Gb/s,160
Kingston UV500B,,480,,SSD,0,2.5,SATA 6.0 Gb/s,550
Patriot Burst,45.19,120,0.377,SSD,0,2.5,SATA 6.0 Gb/s,550
Neo Forza NFS01,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Timetec 30TTQNS3SATA-2TB,73.86,2000,0.037,SSD,0,2.5,SATA 6.0 Gb/s,550
Transcend 250H,299.99,4000,0.075,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Addlink S95,,4000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate SkyHawk AI,203.05,8000,0.025,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Red SA500,49.99,500,0.1,SSD,0,M.2,M.2 SATA,550
Western Digital Blue,104.99,6000,0.017,5400,64,3.5,SATA 6.0 Gb/s,160
Seagate SkyHawk AI,329.99,18000,0.018,7200,256,3.5,SATA 6.0 Gb/s,160
Timetec 30TT253X2,21.99,512,0.043,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Purple,219.99,10000,0.022,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf 510,,1920,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Blue,,250,,SSD,0,M.2,M.2 SATA,550
Seagate BarraCuda Pro Compute,37.99,500,0.076,7200,128,2.5,SATA 6.0 Gb/s,160
Seagate Exos 7E10 512n,150.57,4000,0.038,7200,256,3.5,SATA 6.0 Gb/s,160
Inland Platinum,20.99,256,0.082,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial M4,477.19,256,1.864,SSD,0,2.5,SATA 6.0 Gb/s,550
Hitachi Ultrastar He8,325,8000,0.041,7200,128,3.5,SATA 6.0 Gb/s,160
KingSpec XF-2280,31.99,512,0.062,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Inland Professional,16.98,128,0.133,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Barracuda LP,118.77,2000,0.059,5900,32,3.5,SATA 3.0 Gb/s,300
Samsung 830,921.69,512,1.8,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel DC S3700,99,100,0.99,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial MX200,,1000,,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk SSD PLUS,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate ST3000DM002,,3000,,7200,64,3.5,SATA 6.0 Gb/s,160
ADATA SU800,,128,,SSD,0,M.2,M.2 SATA,550
Kingston UV500B,,240,,SSD,0,2.5,SATA 6.0 Gb/s,550
Corsair MP510,234.9,960,0.245,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Toshiba MQ01ABF050M,,500,,5400,8,2.5,SATA 6.0 Gb/s,160
Samsung PM981a,,512,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate FireCuda Compute,,2000,,,0,2.5,SATA 6.0 Gb/s,550
Addlink S70,,256,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Exos X18,240,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s,160
Neo Forza NFS10,39.99,960,0.042,SSD,0,2.5,SATA 6.0 Gb/s,550
Transcend 250S,299.99,4000,0.075,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Silicon Power UD80,,2000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Blue Mobile,28.89,500,0.058,5400,16,2.5,SATA 6.0 Gb/s,160
Seagate ST6000DX000,201.99,6000,0.034,7200,128,3.5,SATA 6.0 Gb/s,160
Inland Platinum,79.98,2000,0.04,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba P300,,3000,,7200,64,3.5,SATA 6.0 Gb/s,160
Kingston KC600B,67.47,512,0.132,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Red Pro,227.98,6000,0.038,7200,128,3.5,SATA 6.0 Gb/s,160
Verbatim Vi550,29.09,256,0.114,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA Legend 740,49.99,1000,0.05,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Lexar NS100,,256,,SSD,0,2.5,SATA 6.0 Gb/s,550
Toshiba N300 Pro,329.99,18000,0.018,7200,512,3.5,SATA 6.0 Gb/s,160
Western Digital Black,44.95,750,0.06,7200,16,2.5,SATA 6.0 Gb/s,160
Intel 600p,,128,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung PM961,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP GX1,,960,,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston KC600B,43.38,256,0.169,SSD,0,2.5,SATA 6.0 Gb/s,550
Inland Professional,32.99,256,0.129,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital easystore,28.48,240,0.119,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Enhanced ECO,59.99,1000,0.06,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung Spinpoint F1 DT,99.99,1000,0.1,7200,32,3.5,SATA 3.0 Gb/s,160
Seagate Pipeline HD,,1000,,5900,8,3.5,SATA 3.0 Gb/s,300
